Date,Sales Revenue (USD),Model,Engine Type,Color,Customer Region,Dealer Name,Units Sold,Discount (%),Customer Rating
2023-10-31,27621.97756270362,X5,Petrol,Blue,Aswan,BMW Aswan,11,13.563950202279504,3.36972588014505
2023-01-31,90696.2422374821,X3,Electric,White,Aswan,BMW Luxor,11,1.4575619716368964,4.736751880045507
2023-05-31,62072.225740480135,X1,Petrol,White,Alexandria,BMW Alex,8,3.641203088185734,4.194862273869179
2023-06-30,79131.26068956466,3 Series,Hybrid,Grey,Giza,BMW Alex,14,2.1445694047391113,4.005646365427006
2023-12-31,39288.27763453394,X5,Hybrid,Blue,Cairo,BMW Cairo,6,11.61147523015653,3.4931982081125588
2023-05-31,45116.742183118666,3 Series,Petrol,White,Alexandria,BMW Luxor,10,10.801429411157375,4.725443674671823
2023-10-31,80035.88784410038,3 Series,Hybrid,White,Giza,BMW Giza,10,10.592885590109255,3.158640510827982
2023-06-30,66714.2518919899,X1,Petrol,Blue,Giza,BMW Giza,9,3.619556305799952,4.701781124459985
2023-02-28,90789.46113747635,X5,Hybrid,White,Giza,BMW Luxor,8,4.838669777436423,3.1028958255660974
2023-01-31,24308.901507044025,X5,Hybrid,Red,Aswan,BMW Cairo,11,14.975376585464035,3.7931912455773986
2023-05-31,31489.969362190965,X5,Hybrid,Blue,Giza,BMW Luxor,7,7.296660902852471,3.84912823369309
2023-04-30,44549.52094444876,5 Series,Petrol,Blue,Alexandria,BMW Aswan,5,3.497765684959041,4.896635369972933
2023-09-30,93929.30226314774,X5,Hybrid,Grey,Aswan,BMW Luxor,6,12.987577190632402,3.3208152828170783
2023-01-31,54488.99078382262,5 Series,Hybrid,Grey,Alexandria,BMW Giza,12,11.239147162422752,4.407609685927284
2023-07-31,75576.80279409711,3 Series,Electric,Blue,Cairo,BMW Alex,11,6.230484207952259,3.379240485332298
2023-10-31,38936.94439738469,3 Series,Hybrid,Black,Giza,BMW Giza,13,3.9325205808997428,3.608074009695935
2023-01-31,59881.47542144959,3 Series,Hybrid,Blue,Giza,BMW Alex,2,9.190209182730765,3.4411506528836204
2023-04-30,38716.132008662586,X5,Hybrid,Black,Aswan,BMW Giza,8,13.530686065186243,4.853235750109578
2023-09-30,38558.03507881962,3 Series,Electric,Grey,Aswan,BMW Cairo,7,6.8522564630934815,4.348641075348346
2023-02-28,69088.35601951103,5 Series,Electric,Grey,Luxor,BMW Aswan,10,5.3956409622022745,4.794666820158825
2023-09-30,57265.125966207335,5 Series,Diesel,White,Aswan,BMW Giza,1,1.1105657756073333,3.2899038721074456
2023-07-31,32701.380193915626,X3,Diesel,Black,Giza,BMW Alex,2,10.584441433084733,3.902322118856767
2023-02-28,91155.26044266752,X5,Hybrid,Grey,Aswan,BMW Luxor,14,8.183154758155824,3.5382732077946972
2023-09-30,56936.51759395777,X1,Hybrid,Blue,Giza,BMW Aswan,11,5.69403492895601,4.1791432862887685
2023-08-31,75619.35845812762,3 Series,Electric,White,Giza,BMW Aswan,6,3.37229940146979,4.253109931877134
2023-08-31,29938.42199453888,X3,Electric,Grey,Aswan,BMW Giza,3,14.191208064751535,4.6685808609978645
2023-10-31,62703.96206351493,X3,Electric,Red,Cairo,BMW Giza,4,9.261256566667257,4.169672404884799
2023-04-30,25529.326902216053,X3,Electric,Red,Aswan,BMW Giza,13,11.200069779074688,4.053412681000893
2023-09-30,98405.5171922528,5 Series,Petrol,Black,Aswan,BMW Alex,13,8.506078442300371,3.58631295201312
2023-05-31,31412.765130674212,X5,Electric,Grey,Alexandria,BMW Cairo,5,12.158919129028245,4.163153095663362
2023-03-31,70208.84242251108,X5,Electric,Blue,Cairo,BMW Cairo,11,12.793531481752744,4.692890901489143
2023-10-31,40647.76949735127,5 Series,Electric,Red,Luxor,BMW Luxor,13,7.920502910681796,4.244200596655541
2023-10-31,36879.193959610784,X3,Hybrid,White,Giza,BMW Alex,3,7.5249235551811875,3.696851962946382
2023-01-31,66107.39516116964,3 Series,Diesel,White,Cairo,BMW Cairo,6,4.854009146984372,4.828198639975349
2023-07-31,66670.94677540177,X3,Diesel,White,Luxor,BMW Giza,10,13.064113381226193,4.388681199215711
2023-02-28,69073.83056894,X5,Electric,Black,Aswan,BMW Giza,1,0.8374071221738144,3.780138379816584
2023-12-31,63869.48131690015,X1,Electric,White,Alexandria,BMW Alex,9,6.623553734403723,3.2710806919215036
2023-12-31,63600.40717939203,3 Series,Diesel,Grey,Luxor,BMW Giza,11,9.233024674774953,3.561873102257837
2023-05-31,90522.80646816322,3 Series,Electric,Red,Giza,BMW Alex,12,11.75639513190118,3.926634370363928
2023-04-30,68107.37048827019,3 Series,Petrol,Blue,Luxor,BMW Alex,3,3.266575718734419,4.727413694122508
2023-12-31,67831.91107819477,5 Series,Petrol,Red,Aswan,BMW Aswan,11,14.24550741991416,3.334645180074861
2023-10-31,84651.84032517509,X5,Hybrid,Grey,Alexandria,BMW Aswan,2,7.1974691097413155,4.41984524790112
2023-10-31,76506.71338956317,X1,Electric,Grey,Alexandria,BMW Luxor,3,3.58189938310852,4.235187102749281
2023-04-30,20869.447527448123,X1,Petrol,White,Cairo,BMW Luxor,13,5.174972091013579,4.343824072702361
2023-08-31,48909.6331240043,X5,Petrol,Black,Giza,BMW Luxor,6,1.0621771711679413,3.059775382501906
2023-06-30,45485.17233257239,3 Series,Hybrid,Grey,Aswan,BMW Alex,10,7.261766367818392,4.954614392446258
2023-12-31,25400.7594464765,X1,Petrol,Black,Giza,BMW Aswan,8,14.885784918125921,4.884109404372013
2023-02-28,35594.586008632956,5 Series,Diesel,White,Cairo,BMW Giza,13,1.6779868428517308,4.911014154454449
2023-01-31,66908.4840066464,X1,Petrol,Blue,Aswan,BMW Alex,7,11.928444171182868,4.33727683911872
2023-12-31,74251.05577628681,5 Series,Diesel,Black,Luxor,BMW Aswan,11,3.7036343993023024,3.832554818622574
2023-11-30,24653.64956601632,5 Series,Hybrid,Blue,Giza,BMW Luxor,3,7.3476062176459775,4.267730240474075
2023-10-31,30857.531524345723,X3,Diesel,White,Alexandria,BMW Cairo,3,7.357197762205459,4.05377993825357
2023-12-31,38735.610800632174,X1,Hybrid,Red,Giza,BMW Aswan,5,12.317889402470025,4.683177261979909
2023-03-31,39869.28062673891,X5,Electric,Grey,Cairo,BMW Luxor,9,10.325778286259284,4.0750112675029015
2023-01-31,97149.75830428711,X1,Diesel,Black,Cairo,BMW Aswan,4,2.897670714150748,4.988165778297322
2023-12-31,95269.87341704186,X3,Petrol,Black,Alexandria,BMW Luxor,3,14.751124144779576,3.6080216144495134
2023-03-31,34535.88168420052,X5,Hybrid,White,Giza,BMW Aswan,13,2.1581213867963402,4.190896930204466
2023-12-31,54598.086218285345,3 Series,Diesel,Blue,Aswan,BMW Aswan,2,4.509907740284293,4.477566790682206
2023-08-31,31052.35822223567,X5,Hybrid,White,Giza,BMW Giza,14,2.1165988002936764,3.1555636941863225
2023-02-28,44176.85786952381,5 Series,Petrol,Black,Giza,BMW Giza,8,3.094942308578394,3.583388890514496
2023-08-31,44778.77928313794,5 Series,Hybrid,Blue,Luxor,BMW Giza,5,6.553311192037906,4.2255196482880075
2023-07-31,72932.65682452996,X1,Hybrid,Black,Luxor,BMW Giza,10,14.361612976687084,3.356433073557654
2023-11-30,72365.23632446451,X1,Electric,Blue,Aswan,BMW Cairo,3,8.197340220109142,4.870365200276587
2023-05-31,41682.17535631737,X1,Hybrid,Grey,Giza,BMW Alex,13,4.433810544958057,3.167502582292357
2023-02-28,33933.42697316016,X5,Electric,Blue,Luxor,BMW Alex,7,6.0658014520686505,3.971183851346347
2023-12-31,77196.8425597451,X5,Petrol,White,Alexandria,BMW Cairo,3,13.01906081180642,4.55080180312468
2023-07-31,98857.28255873184,5 Series,Hybrid,Blue,Alexandria,BMW Giza,5,9.057408194267738,4.5751315774221055
2023-02-28,91411.99077715639,5 Series,Petrol,Grey,Giza,BMW Aswan,1,0.8535935712939408,3.8095451161379725
2023-12-31,39032.22277582796,X1,Hybrid,Black,Luxor,BMW Luxor,1,0.41245555962500957,3.177114984667995
2023-06-30,25521.151893141418,X1,Electric,Black,Aswan,BMW Cairo,1,12.882570991312969,4.546881962751483
2023-08-31,90574.47095204733,5 Series,Petrol,Red,Cairo,BMW Cairo,11,14.48341065571001,3.6928330243924563
2023-03-31,26724.04151812736,3 Series,Petrol,Blue,Cairo,BMW Alex,7,3.4422721803886613,3.804576963725393
2023-04-30,73240.6027155052,X1,Diesel,Black,Luxor,BMW Cairo,6,5.904749843644537,4.71925245073032
2023-07-31,65561.30528384005,5 Series,Diesel,Black,Giza,BMW Cairo,9,14.575494198900776,3.569024436055097
2023-07-31,88635.93977165937,3 Series,Hybrid,Blue,Alexandria,BMW Cairo,14,11.521953527087556,3.4306057840757385
2023-06-30,81798.2987636364,5 Series,Electric,Blue,Cairo,BMW Aswan,10,8.859686269843632,3.841479209040874
2023-05-31,24495.993961746975,5 Series,Diesel,Red,Aswan,BMW Giza,9,14.322079342623272,3.8456983435590364
2023-10-31,90412.51436631086,X1,Petrol,Grey,Alexandria,BMW Cairo,6,13.82639281218848,3.1302752214146436
2023-07-31,60792.62193150346,X1,Petrol,Red,Luxor,BMW Giza,4,0.9654296562740877,3.530631243508415
2023-06-30,28132.771510553186,X3,Hybrid,Blue,Cairo,BMW Giza,6,4.1462494478065075,4.759463583250665
2023-10-31,88985.47232878598,5 Series,Hybrid,Black,Cairo,BMW Aswan,14,5.077252906706624,3.2886468733882177
2023-08-31,83171.12508429273,X3,Electric,Blue,Aswan,BMW Giza,13,13.987717833340188,3.2050731550266827
2023-03-31,81211.56828891073,X5,Petrol,Grey,Luxor,BMW Aswan,12,9.770850363222902,3.8836161630552244
2023-02-28,89901.20206784517,5 Series,Petrol,Red,Cairo,BMW Luxor,10,9.892511842682248,4.0656148137046175
2023-12-31,79737.4881051009,3 Series,Diesel,Black,Aswan,BMW Aswan,9,1.927991053367541,4.896583531762469
2023-06-30,46840.511175754655,X1,Petrol,Red,Cairo,BMW Giza,7,1.771792818503108,4.91852621600287
2023-02-28,21442.362811315947,5 Series,Petrol,White,Luxor,BMW Alex,1,10.622314756722757,4.407499087488885
2023-10-31,56247.203617389656,5 Series,Hybrid,Red,Giza,BMW Luxor,12,9.890395792587679,3.4317722528907026
2023-05-31,76348.69975025632,X3,Hybrid,Grey,Aswan,BMW Cairo,10,12.031035159628614,3.10717955941717
2023-05-31,70244.09495156904,5 Series,Petrol,White,Cairo,BMW Alex,1,1.41647405232334,3.8142662860487446
2023-08-31,58005.4284884122,X5,Electric,White,Alexandria,BMW Alex,10,10.65383038798456,3.4134844606136046
2023-05-31,46525.49205178526,3 Series,Electric,Blue,Alexandria,BMW Luxor,4,5.359483971871403,3.0002137395392747
2023-08-31,98427.12600638045,5 Series,Hybrid,Red,Aswan,BMW Alex,11,6.200812647515069,4.736974940825469
2023-04-30,39555.923155924975,X3,Hybrid,Blue,Luxor,BMW Cairo,5,2.400447119872312,4.110085722920262
2023-04-30,34439.0822865593,5 Series,Petrol,Black,Cairo,BMW Aswan,7,6.376545516082502,3.8200399446969024
2023-03-31,72161.83060509109,X1,Electric,Grey,Giza,BMW Cairo,9,6.127433070010148,4.904467115367927
2023-09-30,75759.65078233156,3 Series,Petrol,Red,Giza,BMW Luxor,5,0.7115838603122027,4.842217100671108
2023-04-30,31697.04450270676,3 Series,Electric,Black,Alexandria,BMW Cairo,9,1.011403591093617,3.847937359232426
2023-04-30,64606.02534065803,3 Series,Hybrid,Red,Cairo,BMW Giza,9,3.7846616181282084,4.154268584096473
2023-08-31,47217.630202158165,X5,Petrol,Black,Cairo,BMW Luxor,4,5.0235498831143675,4.06816244700266
2023-04-30,66736.86828164823,5 Series,Electric,Red,Giza,BMW Aswan,10,1.0249379252086381,3.6624008025419004
2023-03-31,94441.64389072338,X1,Petrol,Blue,Alexandria,BMW Alex,7,0.7989943906812857,4.190979519741703
2023-03-31,21731.47099356637,5 Series,Petrol,Blue,Aswan,BMW Alex,9,5.371826727673907,4.415619637710735
2023-07-31,40878.357220076534,X5,Petrol,Black,Alexandria,BMW Aswan,4,8.655859416526596,3.0374548171757607
2023-02-28,47728.77462084084,5 Series,Diesel,Black,Luxor,BMW Cairo,11,8.977613375715535,4.830711194175464
2023-05-31,67281.89035695099,X3,Electric,White,Alexandria,BMW Aswan,14,0.5507728872012935,3.661839265582547
2023-10-31,49099.059768000036,X3,Electric,Blue,Luxor,BMW Aswan,11,6.0972479075559285,3.4647968158072944
2023-12-31,75596.16318555686,X3,Petrol,Blue,Giza,BMW Cairo,10,3.366076520026038,4.9268735156544805
2023-01-31,49936.81479580329,3 Series,Petrol,Red,Giza,BMW Giza,1,9.903886670389756,4.375748624041048
2023-08-31,86769.18952451216,5 Series,Hybrid,White,Alexandria,BMW Giza,11,11.385561340592604,4.567577337869238
2023-11-30,56603.69815425601,X5,Electric,Red,Cairo,BMW Luxor,10,9.286095412750512,4.047744099229836
2023-07-31,54322.664609864245,X3,Electric,Black,Luxor,BMW Alex,2,12.080212308428269,3.1655183901777217
2023-11-30,88542.95845534047,5 Series,Electric,White,Luxor,BMW Alex,12,3.8363543555632393,4.834382684549263
2023-04-30,98418.14598049052,3 Series,Electric,Black,Alexandria,BMW Alex,12,4.95558382378776,4.452429752598433
2023-10-31,90945.79555941827,5 Series,Electric,White,Alexandria,BMW Cairo,12,3.6364643085001185,4.354155556376578
2023-12-31,37693.27819475888,X1,Electric,Grey,Aswan,BMW Alex,7,6.819286975144684,3.847843875186374
2023-08-31,81903.57748350661,X1,Electric,White,Giza,BMW Aswan,12,12.278438647698684,3.373814091631891
2023-07-31,92669.53989919621,X5,Hybrid,Black,Aswan,BMW Aswan,11,14.281819335630484,3.3793225616005156
2023-10-31,42933.13269054253,5 Series,Electric,Grey,Aswan,BMW Alex,4,4.723915241621206,4.845402970945268
2023-12-31,71187.83103882297,X5,Diesel,White,Giza,BMW Cairo,4,2.2654064721417857,4.706271844072507
2023-06-30,69453.04100947108,5 Series,Diesel,White,Luxor,BMW Cairo,2,0.4233148677975801,3.9138698833318157
2023-11-30,56425.972062570414,5 Series,Hybrid,White,Alexandria,BMW Giza,13,4.552034418572001,3.5913564183085036
2023-06-30,46460.64116540749,X3,Hybrid,Red,Giza,BMW Alex,8,9.143724996326965,3.4493038508357836
2023-02-28,99932.91056790578,X1,Petrol,Black,Cairo,BMW Cairo,14,3.8775205600276896,3.881291176952254
2023-11-30,79082.98778341449,X1,Hybrid,Blue,Cairo,BMW Giza,11,12.778511378314104,3.32677444230338
2023-01-31,44408.21006130776,X1,Diesel,Grey,Luxor,BMW Giza,3,7.129601455361976,4.595584491862313
2023-11-30,49057.9507444802,X5,Electric,Black,Cairo,BMW Aswan,6,9.59816372405038,3.9906839383854225
2023-07-31,52432.04733371221,3 Series,Hybrid,Grey,Aswan,BMW Aswan,5,6.786814722723371,4.168743133372601
2023-10-31,67856.6290324995,5 Series,Electric,Grey,Aswan,BMW Luxor,4,10.993692340232819,4.466317134398647
2023-12-31,36232.51041795351,5 Series,Diesel,Blue,Alexandria,BMW Aswan,2,6.490918474570211,4.761673285724731
2023-09-30,90771.1752438347,3 Series,Hybrid,Red,Alexandria,BMW Cairo,14,11.73447318105354,3.2419188468130162
2023-02-28,79322.59896721982,5 Series,Hybrid,Grey,Aswan,BMW Giza,2,9.82473774323305,4.545122424949152
2023-07-31,74566.72376004772,X3,Hybrid,Black,Luxor,BMW Cairo,6,1.5685250098796226,4.138613506497799
2023-01-31,72592.45692702376,X1,Petrol,Blue,Cairo,BMW Luxor,11,4.865428418804659,4.425687405926125
2023-10-31,32361.97236091856,X1,Electric,White,Cairo,BMW Luxor,10,4.3762712425144965,4.900603188927528
2023-09-30,89073.2193258951,X5,Hybrid,White,Giza,BMW Giza,5,14.832795150531764,4.487359892936456
2023-01-31,94713.21682338283,5 Series,Petrol,Blue,Giza,BMW Luxor,2,4.498469596502662,4.652714951781016
2023-08-31,33468.717694931736,5 Series,Hybrid,White,Luxor,BMW Giza,4,13.45962437852748,3.8545282628232957
2023-05-31,59213.23364756381,5 Series,Petrol,White,Giza,BMW Giza,3,3.3809236860246465,4.97841359983182
2023-02-28,96721.51596289748,3 Series,Hybrid,Grey,Aswan,BMW Aswan,1,9.911012751535228,3.88092166139801
2023-06-30,74220.84435423849,X1,Hybrid,Grey,Cairo,BMW Cairo,10,7.822510091475926,4.515105479535868
2023-10-31,25103.512609886217,X5,Petrol,Grey,Cairo,BMW Giza,10,6.968863041053954,3.0625499012626447
2023-09-30,77157.74559942476,3 Series,Electric,White,Cairo,BMW Luxor,1,10.340298663080763,4.985046888166865
2023-05-31,26344.113430555815,3 Series,Petrol,Red,Luxor,BMW Cairo,11,0.6070399814673816,3.491631266275754
2023-03-31,55733.61959272373,X1,Diesel,Grey,Luxor,BMW Aswan,10,10.009736202504653,3.125901470179655
2023-03-31,40401.52366694766,5 Series,Petrol,White,Alexandria,BMW Cairo,4,0.1221977613516928,4.153039423685444
2023-02-28,66275.86859151201,5 Series,Electric,Black,Aswan,BMW Luxor,8,10.352598211521357,3.506470727816065
2023-02-28,37332.903905680556,X5,Electric,Grey,Aswan,BMW Giza,11,9.94047670517509,3.8944543974179844
2023-08-31,22766.12277617846,X1,Electric,Black,Alexandria,BMW Luxor,8,13.102909537250179,4.110082115364346
2023-06-30,64568.55476695818,X5,Petrol,White,Giza,BMW Cairo,4,3.255229578293412,3.7082114618928665
2023-05-31,44360.9906343989,X3,Hybrid,Grey,Cairo,BMW Alex,12,8.813963576580585,3.2190187715612204
2023-01-31,49611.73800822586,X3,Hybrid,Black,Cairo,BMW Giza,10,3.1316120733078723,4.140529006562443
2023-11-30,70190.96921898119,5 Series,Hybrid,Blue,Alexandria,BMW Alex,10,2.060737822385889,3.5217659196738254
2023-07-31,46260.85273112601,X3,Petrol,White,Giza,BMW Giza,2,13.554380867841129,4.649054406289968
2023-05-31,31336.601738132333,X3,Electric,Red,Giza,BMW Luxor,9,3.160252406934758,3.201090647368402
2023-08-31,40823.252113003546,3 Series,Diesel,White,Aswan,BMW Luxor,3,7.80057419584917,3.117808586058368
2023-10-31,21968.694603204996,X1,Electric,Blue,Giza,BMW Alex,10,11.2804822161695,3.1204585988795177
2023-05-31,58169.89775399933,X1,Hybrid,Black,Luxor,BMW Giza,10,0.16263178172668813,3.13695392005207
2023-04-30,91801.56042700584,5 Series,Petrol,White,Giza,BMW Aswan,4,14.329364564645896,4.37191165452439
2023-03-31,40376.77329640516,X1,Hybrid,Blue,Cairo,BMW Alex,12,13.64103727056041,3.182290269610129
2023-02-28,86753.27857858298,5 Series,Diesel,Grey,Luxor,BMW Cairo,6,4.757874925726039,4.76704024205747
2023-08-31,29660.410078361863,5 Series,Electric,Red,Aswan,BMW Alex,10,8.454197162944116,3.5895351462755647
2023-08-31,42961.92041884607,3 Series,Diesel,Black,Luxor,BMW Cairo,1,6.431100943584446,4.663250833579229
2023-04-30,31567.85704174111,X1,Electric,Grey,Giza,BMW Cairo,12,5.607394654430657,4.719061301340152
2023-09-30,76756.90482442417,3 Series,Electric,Black,Aswan,BMW Alex,1,5.2607389882240705,3.2498300458614526
2023-03-31,63441.1682551054,3 Series,Diesel,White,Giza,BMW Alex,8,1.6231686682655906,4.706426999579014
2023-10-31,41391.41708977039,3 Series,Hybrid,Grey,Aswan,BMW Giza,12,13.764140836961921,3.925059734518971
2023-09-30,89545.33244556825,X5,Electric,White,Luxor,BMW Alex,8,5.287953724461468,3.7323640412974877
2023-06-30,87229.39262082095,X5,Petrol,White,Luxor,BMW Cairo,1,6.037597844839931,3.9130534929109553
2023-02-28,30700.16695655184,5 Series,Petrol,Red,Luxor,BMW Aswan,7,2.1306620656566566,3.329944468973369
2023-01-31,76199.84633214373,X1,Electric,Red,Giza,BMW Cairo,1,6.152500486207348,4.16586288459247
2023-07-31,94491.60055354598,5 Series,Hybrid,Black,Luxor,BMW Aswan,5,0.8547938696764257,4.025739855925139
2023-05-31,65478.34996598612,X5,Petrol,Blue,Aswan,BMW Giza,8,8.782214410959643,3.74239620693179
2023-10-31,97947.86984543274,X1,Electric,Red,Aswan,BMW Alex,4,14.80637172583052,4.882645667720901
2023-06-30,30271.190733393407,X1,Diesel,Blue,Aswan,BMW Giza,7,8.678519403158136,3.605160103831707
2023-12-31,83959.42322664612,3 Series,Electric,Grey,Aswan,BMW Luxor,1,1.077324630875346,3.6022566378501075
2023-09-30,54936.80914548852,5 Series,Hybrid,Red,Giza,BMW Luxor,7,7.57177320954265,4.600346025379926
2023-07-31,74082.92559927216,3 Series,Diesel,Blue,Aswan,BMW Giza,10,11.789563602465973,4.4327327608937415
2023-07-31,53903.46512197343,X5,Hybrid,White,Luxor,BMW Giza,1,1.2177911038840055,3.867427181635927
2023-08-31,38555.823231328824,X1,Hybrid,Grey,Aswan,BMW Cairo,2,4.451169788908835,4.5432183735255345
2023-08-31,88490.99276489831,X5,Hybrid,Black,Giza,BMW Luxor,9,4.379908552670567,4.536971152184431
2023-07-31,63242.20437883637,X1,Electric,Blue,Giza,BMW Cairo,12,6.557565799778193,3.963077200249325
2023-12-31,62705.578398499274,X5,Electric,Red,Aswan,BMW Aswan,12,4.636368030692467,4.71334058858566
2023-01-31,36300.696252095484,X3,Hybrid,Grey,Aswan,BMW Alex,14,3.1691968458428366,4.772290849412266
2023-04-30,67875.97594490754,X5,Hybrid,Grey,Luxor,BMW Alex,1,10.435622048394645,3.519392779163466
2023-06-30,61967.92585956129,X5,Hybrid,Red,Aswan,BMW Giza,12,10.38051324635317,3.6484757195158046
2023-05-31,86777.9501361923,5 Series,Petrol,Red,Luxor,BMW Cairo,8,12.341255843638846,4.802810238630698
2023-06-30,85515.53284066869,X3,Diesel,Red,Aswan,BMW Alex,2,7.502216013394933,4.007388481381989
2023-12-31,38638.63939328655,X1,Electric,Blue,Cairo,BMW Cairo,6,13.091378266262144,3.23850066996114
2023-05-31,96582.53928126671,X5,Diesel,Grey,Alexandria,BMW Aswan,6,2.005847798225377,3.6723340722776623
2023-02-28,29254.568487527726,5 Series,Diesel,Red,Cairo,BMW Luxor,6,2.418558697509861,4.181336642135583
2023-07-31,38926.631513151195,3 Series,Electric,White,Alexandria,BMW Aswan,14,11.789213091724136,4.186773257088723
2023-02-28,75121.98968253545,X3,Electric,Red,Luxor,BMW Luxor,5,9.156120322390748,4.364729906252025
2023-10-31,34611.552286831684,X3,Hybrid,Grey,Alexandria,BMW Alex,4,9.755451120077343,4.419750599359865
2023-11-30,83085.60917941452,5 Series,Diesel,Blue,Alexandria,BMW Luxor,7,4.8777689377621245,3.0604823425928926
2023-06-30,65520.34149164953,X3,Petrol,Red,Aswan,BMW Aswan,13,7.152259179604209,4.73386890973687
2023-10-31,92607.53524561081,X5,Petrol,Blue,Cairo,BMW Aswan,9,12.37606588801829,3.892816595448533
2023-06-30,99866.69766483826,X1,Electric,Grey,Cairo,BMW Luxor,8,0.024453542221326563,3.7626791212873583
2023-12-31,63671.41300690599,X1,Electric,Grey,Cairo,BMW Cairo,8,0.7977797597508823,4.886171137444229
2023-06-30,82930.75579969375,X5,Diesel,White,Aswan,BMW Luxor,6,12.50883412328068,4.440863039243692
2023-08-31,28120.7780202921,3 Series,Electric,Blue,Alexandria,BMW Cairo,13,0.7819316273208105,3.54081357924629
2023-09-30,46401.39703979062,5 Series,Petrol,Black,Aswan,BMW Alex,2,8.14007633811305,4.81186227106045
2023-07-31,43571.7483041683,X5,Electric,Black,Alexandria,BMW Luxor,2,14.237026205174327,4.806276524551009
2023-11-30,72426.12386258625,3 Series,Diesel,Blue,Alexandria,BMW Aswan,10,0.6486962917816524,4.29378736484829
2023-06-30,61185.25025072701,3 Series,Petrol,Blue,Aswan,BMW Alex,3,12.002000748391424,4.523336378817677
2023-09-30,52603.31291041523,X5,Hybrid,Red,Luxor,BMW Luxor,12,5.011851210496876,4.89618406171148
2023-09-30,40433.98466869448,X5,Petrol,Red,Luxor,BMW Alex,14,8.147767580444325,4.614085736584579
2023-10-31,36613.311331968274,3 Series,Petrol,Grey,Giza,BMW Cairo,10,13.760157948912537,4.124368215636169
2023-06-30,68510.77404379634,X3,Electric,Black,Cairo,BMW Cairo,13,8.646837637737107,3.673691015444355
2023-11-30,77095.96399407687,X3,Petrol,Blue,Luxor,BMW Cairo,4,5.490886799036612,4.1628670806699315
2023-04-30,92692.47717451226,X1,Diesel,White,Aswan,BMW Giza,5,4.865875470568185,4.406615469252444
2023-08-31,34028.253040071606,X5,Petrol,Black,Alexandria,BMW Aswan,11,4.840301508897655,4.361177098754811
2023-09-30,90183.7856577774,5 Series,Hybrid,Red,Giza,BMW Aswan,12,4.64679282126712,4.196013919053755
2023-12-31,70925.95839106219,X5,Hybrid,Black,Alexandria,BMW Luxor,5,14.058324134311363,4.132279432935984
2023-08-31,97274.57738316605,X1,Diesel,Grey,Alexandria,BMW Alex,6,6.677138405215736,4.243993790803437
2023-01-31,76034.41007352422,X3,Diesel,Red,Aswan,BMW Giza,9,11.400726128936073,4.8279052724128455
2023-12-31,70085.4585958836,X1,Petrol,White,Luxor,BMW Aswan,12,2.0713420302560475,4.8797880651877525
2023-02-28,48776.02420482995,5 Series,Hybrid,Grey,Luxor,BMW Aswan,6,10.69399891710502,4.996233072476812
2023-06-30,61450.5507037746,X1,Petrol,Black,Alexandria,BMW Alex,2,7.781719373257413,3.5639498005434227
2023-09-30,44999.705861995535,X3,Hybrid,Black,Luxor,BMW Alex,9,7.171326518646339,4.162730624819131
2023-01-31,33688.06044276752,X1,Diesel,Grey,Luxor,BMW Giza,9,11.159599818000128,4.062371977576579
2023-10-31,46429.055338269754,X3,Petrol,Black,Giza,BMW Aswan,6,10.0795378282482,3.530658068310653
2023-02-28,62002.12499722016,X5,Hybrid,Blue,Luxor,BMW Alex,14,14.216712098819619,4.41958341699322
2023-06-30,67184.74270406357,X5,Diesel,Black,Giza,BMW Cairo,7,12.893675468253162,4.413594912035244
2023-01-31,78749.24742907836,3 Series,Diesel,Grey,Aswan,BMW Luxor,1,8.64067194662248,4.845797822051862
2023-05-31,92377.97950363222,X3,Diesel,Blue,Alexandria,BMW Luxor,12,8.01584338646277,4.367225891883142
2023-03-31,42895.40506349817,3 Series,Petrol,Blue,Cairo,BMW Aswan,3,5.69907510160969,4.044357208452532
2023-04-30,37451.95914079404,X3,Hybrid,Blue,Alexandria,BMW Cairo,7,11.111630374188511,3.094460903350602
2023-03-31,72681.0564525619,X5,Petrol,Black,Aswan,BMW Giza,11,4.867603469684409,3.4405978856891375
2023-09-30,26930.920811002066,5 Series,Petrol,Grey,Giza,BMW Alex,1,8.587290959547925,3.208416959180385
2023-01-31,38646.64795263625,X1,Petrol,White,Giza,BMW Luxor,2,9.76097839751784,4.707608457022027
2023-01-31,50078.57088182504,X5,Electric,Grey,Giza,BMW Aswan,9,0.8998613270147027,3.5730525983511496
2023-09-30,20463.927388725613,X3,Electric,Black,Alexandria,BMW Giza,13,12.250797055941664,4.74217105897302
2023-11-30,61601.24328528868,3 Series,Petrol,Grey,Alexandria,BMW Cairo,3,0.7578886781061916,4.585409209462492
2023-03-31,38783.97997841643,3 Series,Petrol,White,Giza,BMW Cairo,13,11.140500963855233,3.712379861216035
2023-06-30,64080.8947382077,5 Series,Diesel,Blue,Cairo,BMW Alex,14,4.108109076056536,4.613374469647745
2023-05-31,83399.05944135046,X1,Diesel,Blue,Alexandria,BMW Giza,12,3.0919497429175054,4.969584409460051
2023-06-30,41073.59934573123,3 Series,Electric,Red,Cairo,BMW Alex,9,9.142337344387165,3.636679629279422
2023-09-30,24233.666915792397,X1,Diesel,Red,Alexandria,BMW Giza,7,8.052367175654698,4.740716611534534
